"Elements Object type
 display name",,,Journal article,,Artefact,,Book,,Chapter,,Composition,,Conference,,Dataset,,Design,,Exhibition,,Figure,,Fileset,,Internet publication,,Media,,Other,,Patent,,Performance,,Presentation,,Poster,,Report,,Scholarly edition,,Software / Code,,Thesis / Dissertation,,Preprint,,,,,,,,,,,,,,,,,,,
is-compliant-with-inst-policy,boolean,,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,Is compliant with institutional policy [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
public-url,url,,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,Public URL [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
relative-citation-ratio,number,,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,Relative citation ratio [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
oa-location-url,url,,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,OA location URL [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
oa-location-file-version,text,,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,OA location file version [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
altmetric-attention-score,integer,,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,Altmetric attention score [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
associated-identifiers,identifier-list,,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated Identifiers [L],,Associated identifiers,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
field-citation-ratio,number,,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,Field citation ratio [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
formatted-title,html-text,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
formatted-abstract,html-text,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
preprint-for,identifier-list,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,Preprint for [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
open-access-status,choice,,Open access status,,[not used],,Open access status,,Open access status [L],,[not used],,Open access status [L],,Open access status [L],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
c-peer-review,boolean,,Peer review,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
c-publication-status,choice,,Open access status [M],,[not used],,Open access status [M],,Open access status [M],,[not used],,Open access status [M],,Open access status [M],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
"""c-additional-details""",text,,Additional Details [L],Additional Details,[not used],,Additional Details [L],Additional Details,Additional Details [L],Additional Details,[not used],,Additional Details [L],Additional Details,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,Additional Details [L],Additional Details,Additional Details [L],Additional Details,[not used],,Additional Details [L],Additional Details,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
,,,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],,[not used],
